# Directed graph: as-caida20071105.txt
# The CAIDA AS Relationships Dataset, from 11 05 2007
# Relationships:	
           -1 (<FromNodeId> is a customer of <ToNodeId>)
# 			1 (<FromNodeId> is a provider of <ToNodeId>)
# 			0 (<FromNodeId> and <ToNodeId> are peers)
# 			2 (<FromNodeId> and <ToNodeId> are siblings (the same organization).)
# Nodes:26475	Edges: 106762
# FromNodeId        ToNodeId	Relationship
8563	3216	-1
8563	21482	1
8563	4323	-1
28801	8422	-1
28801	8220	-1
8434	39052	1
8434	2119	-1
8434	41060	1
8434	16150	-1
8434	30798	1
8434	39242	1
8434	35565	1
8434	28942	1
8434	24959	1
8434	3303	0
8434	34541	1
8434	39324	1
8434	34244	1
8434	43098	1
8434	13237	0
8434	41980	1
8434	21171	1
8434	34946	1
8434	28908	1
8434	15950	1
8434	12384	1
8434	702	0
8434	174	-1
8434	21200	1
8434	38956	1
8434	13243	1
8434	24713	1
8434	28726	1
8434	2603	1
8434	29217	1
8434	25475	1
8434	13177	1
8434	25387	1
8434	41808	1
8434	3356	-1
8434	25217	1
8434	29422	1
5006	20283	1
5006	11619	1
5006	21902	1
5006	25637	1
5006	17162	1
5006	18581	1
5006	22506	1
5006	16904	1
5006	21730	1
5006	32461	1
5006	14219	1
5006	7018	-1
5006	1347	2
5006	32664	1
5006	36203	1
5006	23359	1
5006	22402	1
5006	18778	1
5006	19039	1
5006	21951	1
5006	10337	1
5006	29847	1
5006	18699	1
5006	32110	1
5006	7973	1
5006	36784	1
5006	18723	1
5006	33362	1
5006	40328	1
5006	30220	1
5006	10765	1
5006	78	1
5006	15011	1
5006	33455	1
5006	25720	1
5006	701	-1
5006	15100	1
5006	21573	1
5006	23377	1
5006	8148	1
5006	26557	1
5006	14738	1
5006	555	1
5006	3549	-1
5006	23465	1
5006	11332	1
5006	11544	1
42368	20485	-1
42517	25525	-1
29429	8447	-1
29429	8220	-1
27850	11556	-1
27850	26608	-1
31922	17054	-1
18581	6395	-1
18581	5006	-1
7652	4825	1
7652	17409	-1
35097	6830	-1
35097	21040	-1
22537	21637	-1
22537	23126	-1
41336	25328	-1
41336	25528	-1
38720	9583	-1
12798	8851	-1
17773	17633	-1
17773	4837	-1
17773	9800	-1
2634	3356	-1
2634	7018	-1
1785	27344	1
1785	26814	1
1785	18564	1
1785	21704	1
1785	30397	1
1785	26197	1
1785	3303	0
1785	22252	1
1785	39940	1
1785	11931	1
1785	11452	1
1785	32401	1
1785	22597	1
1785	25816	1
1785	13237	0
1785	6316	2
1785	2516	0
1785	26055	1
1785	32861	1
1785	10493	1
1785	17344	1
1785	19674	1
1785	33480	1
1785	20145	1
1785	33319	1
1785	20286	1
1785	6939	-1
1785	6260	1
1785	11701	1
1785	23484	1
1785	701	-1
1785	4017	1
1785	174	-1
1785	22704	1
1785	19151	0
1785	13957	1
1785	30312	1
1785	26727	1
1785	32376	1
1785	11534	1
1785	32185	1
1785	3356	-1
1785	19747	1
1785	14242	1
1785	18993	1
1785	36637	1
1785	13334	1
1785	30580	1
1785	30544	1
1785	88	1
1785	15152	1
1785	15356	1
1785	36378	1
1785	30566	1
1785	32731	1
1785	16670	1
1785	26881	1
1785	6493	1
1785	2568	1
1785	36636	1
1785	11709	1
1785	31836	1
1785	11494	1
1785	16500	1
1785	16521	1
1785	22783	1
1785	22281	1
1785	35927	1
1785	14526	1
1785	14334	1
1785	11742	1
1785	13926	1
1785	22008	1
1785	1668	0
1785	26294	1
1785	14322	1
1785	11410	1
1785	35868	1
1785	32019	1
1785	32524	1
1785	20360	1
1785	13583	1
1785	29922	1
1785	26042	1
1785	14053	1
1785	29941	1
1785	31924	1
1785	16554	1
1785	32271	1
1785	19460	1
1785	36605	1
8419	6461	-1
8419	15409	1
8419	25462	0
8419	29446	1
8419	3213	0
33919	24971	-1
30266	2828	-1
30266	3356	-1
30266	3561	-1
42503	24724	-1
43492	20497	-1
18471	1239	-1
18471	3561	-1
9363	18140	-1
9363	10026	-1
17145	1239	-1
17145	3356	-1
18324	4766	-1
18324	3786	-1
26844	1239	-1
41183	5483	-1
16590	6128	-1
37917	18127	-1
37917	2907	-1
29030	34224	-1
27480	701	-1
27480	2828	-1
18860	701	-1
19092	2828	-1
19092	36081	1
19092	10947	1
19092	22629	1
19092	14188	1
19092	19029	0
19092	11961	1
19092	3833	1
19092	26794	1
19092	15305	1
19092	29870	1
19092	7752	1
19092	13370	1
19092	30110	1
19092	21864	1
19092	10835	1
19092	26864	1
19092	4043	1
19092	21947	1
19092	22936	1
19092	32203	1
19092	32356	1
19092	174	-1
19092	8057	1
19092	20385	1
19092	7462	1
19092	40281	1
19092	15267	1
19092	6539	-1
19092	14818	1
19092	32909	1
19092	32865	1
19092	19151	0
19092	32311	1
19092	19800	1
19092	22626	1
19092	30583	1
19092	33588	1
14392	701	-1
14392	7018	-1
16309	13249	-1
19720	6128	-1
24783	8997	-1
24783	8342	-1
24783	39713	1
24783	20485	-1
40155	701	-1
40155	3356	-1
12093	174	-1
12093	26677	-1
16355	2686	-1
16355	8220	-1
1244	701	-1
1244	174	-1
29393	7181	-1
25953	1239	-1
25953	174	-1
7816	19159	-1
7816	7018	-1
21836	10933	-1
21836	209	-1
35309	6461	-1
40037	26878	-1
40037	701	-1
21215	39796	1
21215	15982	-1
21215	31161	1
21215	13091	1
21215	27215	1
21215	43608	1
21215	29163	1
21215	8400	-1
4358	701	-1
4358	14047	1
4358	33230	1
4358	15294	1
4358	3356	-1
14729	17113	-1
14729	14742	-1
39508	13646	-1
34821	20485	-1
42123	8708	-1
16410	701	-1
16410	6395	-1
15101	7132	-1
28828	12595	-1
28828	286	-1
11648	7332	-1
11648	2647	-1
16622	7228	-1
23788	4721	-1
23788	4713	-1
25867	701	-1
25867	15290	-1
20398	6128	-1
42996	39264	-1
13334	1785	-1
34494	24724	-1
21363	1680	-1
12242	6981	-1
12242	6197	-1
33505	701	-1
33505	2828	-1
32854	1239	-1
32854	3549	-1
14610	6461	-1
14610	13789	-1
14610	3356	-1
14610	14743	-1
11427	12270	1
11427	36037	1
11427	17291	1
11427	36235	1
11427	33484	1
11427	7843	1
11427	33342	1
11427	2933	1
11427	40049	1
11427	33151	1
11427	20279	1
11427	30119	1
11427	27325	1
11427	40330	1
11427	20467	1
11427	36097	1
11427	29739	1
11427	29753	1
11427	40061	1
11427	17016	1
11427	3356	-1
11427	10500	1
33090	701	-1
15874	174	-1
15874	25596	-1
31359	42862	1
31359	25296	1
31359	8342	-1
31359	43093	1
31359	20485	-1
31359	42776	1
31359	39812	1
31359	39073	1
31359	42582	1
31359	41560	1
31359	24588	1
26831	701	-1
26831	2828	-1
34468	2119	-1
30706	3602	-1
30706	6539	-1
39205	30890	-1
39205	42404	1
36643	4436	-1
26317	1239	-1
30604	3356	-1
9968	4766	-1
34348	6849	-1
9961	9457	-1
26002	32440	-1
5464	12337	-1
40979	8938	-1
40979	15833	-1
25747	27266	-1
25747	22306	1
25747	27669	1
25747	23201	1
3475	27064	-1
5401	15434	-1
43071	35100	-1
43071	35706	-1
43071	39525	1
39494	8342	-1
8193	28910	-1
20906	8220	-1
20906	3352	-1
6327	11533	1
6327	26790	1
6327	12956	-1
6327	26788	1
6327	20161	1
6327	32237	1
6327	33234	1
6327	18705	1
6327	6389	0
6327	3303	0
6327	25462	0
6327	19029	0
6327	13826	1
6327	13911	1
6327	16941	1
6327	19234	1
6327	2497	0
6327	25983	1
6327	19432	1
6327	15102	1
6327	13237	0
6327	2516	0
6327	4637	0
6327	3602	1
6327	19423	1
6327	25745	1
6327	3557	0
6327	22717	1
6327	25976	1
6327	32209	1
6327	25999	1
6327	36030	1
6327	1239	-1
6327	36000	1
6327	19062	1
6327	36698	1
6327	40053	1
6327	18968	1
6327	701	-1
6327	13728	1
6327	22950	1
6327	13623	1
6327	8001	0
6327	32247	1
6327	17001	1
6327	36485	1
6327	10400	1
6327	17392	1
6327	14280	1
6327	36534	1
6327	5413	0
6327	3356	-1
6327	27324	1
6327	27327	1
6327	19752	1
6327	16583	1
6327	21931	1
6327	40304	1
6327	11625	1
6327	812	0
6327	14873	1
6327	19190	1
6327	14595	1
6327	19875	1
6327	25689	1
6327	16150	0
6327	23163	1
6327	20218	1
6327	23184	1
6327	10956	1
6327	286	0
6327	26531	1
6327	26546	1
6327	22799	1
6327	14366	1
6327	32956	1
6327	40041	1
6327	11164	0
6327	32277	1
6327	271	1
6327	40341	1
6327	32710	1
6327	22404	1
6327	7992	1
6327	19695	1
6327	19792	1
6327	21804	1
6327	1668	0
6327	16569	1
6327	30381	1
6327	8057	1
6327	3213	0
6327	26910	1
6327	19016	1
6327	6539	0
6327	36676	1
6327	32233	1
6327	6407	1
6327	26281	1
6327	22623	1
6327	4355	1
6327	3359	1
6327	23523	1
6327	30370	1
6327	23229	1
6327	33510	1
6327	21671	1
6327	16518	1
6327	852	0
6327	19662	1
6327	27181	1
64626	18676	-1
11869	1239	-1
11869	3356	-1
24290	7522	-1
24290	4713	-1
11798	2828	-1
11798	7385	-1
13020	5568	0
20873	35050	1
20873	3255	-1
20873	41260	1
20873	41583	1
32897	16713	-1
32897	16503	-1
4261	7963	1
4261	7018	-1
23311	701	-1
23311	209	-1
23311	7018	-1
17814	7705	-1
43067	31305	-1
28275	6140	-1
28275	10429	-1
10390	13791	-1
10390	13790	-1
23574	9957	-1
27493	19855	-1
21881	1239	-1
21881	12181	-1
8	2914	-1
8	3356	-1
8	4557	-1
39229	8342	-1
39229	25405	-1
28873	35563	-1
28873	8390	-1
29842	22792	-1
29842	19956	-1
41629	6461	-1
41629	6805	-1
29527	29528	1
29527	6908	-1
29527	19151	0
29527	35082	1
29527	43729	1
29527	174	-1
29527	34623	1
29527	25462	0
29527	6770	-1
29527	3213	0
11763	2828	-1
34540	5391	-1
43359	25441	-1
9683	10036	-1
42947	29119	-1
42947	6739	-1
27274	237	-1
21234	13237	-1
35934	701	-1
24629	8591	-1
16073	12670	-1
16073	174	-1
35267	30890	-1
8611	5408	-1
21057	3320	-1
21057	174	-1
29849	5693	-1
41310	20485	-1
19165	174	-1
19165	4323	-1
28829	3216	-1
28829	31338	-1
28829	2854	-1
12028	701	-1
12028	2828	-1
31095	6706	-1
31095	13046	-1
31095	16016	-1
24727	5578	-1
23171	32952	-1
14880	20001	-1
14880	3549	-1
15972	9050	-1
13581	209	-1
13581	7018	-1
43367	21233	-1
4704	2914	-1
4704	9225	-1
4704	2497	0
4704	2516	-1
4704	15412	-1
32015	174	-1
32015	4323	-1
29187	12530	-1
29187	6849	-1
29187	21011	-1
40179	174	-1
18026	4766	-1
18026	1237	-1
18026	9270	-1
18026	3786	-1
30378	1239	-1
32356	19092	-1
32356	1239	-1
32356	21947	-1
10430	3935	1
10430	30075	1
10430	15323	1
10430	27183	1
10430	22441	1
10430	101	-1
10430	15199	1
20983	5617	-1
35502	15694	-1
30324	21804	-1
30324	803	-1
15852	15472	-1
15852	12481	-1
10052	4766	-1
10052	1237	-1
10052	9270	-1
10052	3786	-1
10052	18302	-1
7514	9824	-1
7514	18282	1
7514	7690	1
7514	2497	0
7514	7678	1
7514	9225	-1
7514	18266	1
7514	2515	1
7514	2516	-1
7514	2914	-1
7514	18260	1
7514	18088	1
7514	4683	1
13661	19262	2
27471	1239	-1
27471	2828	-1
22355	36943	1
22355	2905	-1
11375	4323	-1
40442	174	-1
40442	3356	-1
29697	209	-1
29697	6395	-1
29918	5713	-1
24176	7643	-1
24176	24086	-1
20716	6663	-1
25719	2828	-1
25719	3549	-1
25719	7385	-1
25854	6128	-1
39400	2856	-1
39400	5462	-1
12543	3216	-1
12543	39718	-1
41774	34050	-1
32042	701	-1
32042	7029	-1
15984	8402	-1
15984	8470	-1
16583	25983	-1
16583	6327	-1
36394	40440	1
36394	26554	-1
36394	3356	-1
15705	1239	-1
15705	1273	-1
41777	20804	-1
36168	6461	-1
36168	26914	-1
12262	30628	-1
12262	10796	2
16527	1239	-1
16527	7018	-1
43651	8672	-1
4184	209	-1
22227	21599	-1
19252	7385	-1
31083	20876	-1
31083	41313	-1
23318	1239	-1
23318	3356	-1
31031	12600	-1
31031	8928	0
31031	174	-1
31031	3257	-1
31031	35393	1
31031	3303	0
15521	6453	-1
15521	12741	-1
15521	3549	-1
29164	29017	-1
29164	29131	-1
29164	8468	-1
29164	5587	-1
23379	2828	-1
11633	209	-1
11633	3549	-1
8941	3267	-1
8941	5568	0
28725	5610	-1
36028	1239	-1
33642	174	-1
33642	4323	-1
30197	701	-1
30197	7018	-1
38614	17494	-1
31016	25143	-1
31016	15785	-1
31016	34787	1
30082	8060	-1
30082	209	-1
30082	701	-1
30082	7018	-1
33389	174	-1
42339	24739	-1
42339	3216	-1
42339	13215	-1
35342	12476	-1
25154	16066	-1
25154	16329	-1
23659	2042	-1
